product_id,aisle_id,department_id
323,17,13
324,3,19
325,42,1
326,4,9
327,116,1
328,101,17
329,84,16
330,30,6
331,61,19
332,3,19
333,25,11
334,115,7
335,31,7
336,31,7
337,25,11
338,33,6
339,120,16
340,121,14
341,9,9
342,41,8
343,123,4
344,37,1
345,64,7
346,112,3
347,123,4
348,94,7
349,17,13
350,27,5
351,127,11
352,21,16
353,67,20
354,85,17
355,117,19
356,79,1
357,97,13
358,119,1
359,96,20
360,129,1
361,11,11
362,105,13
363,78,19
364,123,4
365,121,14
366,47,11
367,47,11
368,75,17
369,30,6
370,3,19
371,77,7
372,22,11
373,116,1
374,96,20
375,131,9
376,127,11
377,40,8
378,74,17
379,27,5
380,123,4
381,52,1
382,45,19
383,34,1
384,22,11
385,90,7
386,40,8
387,3,19
388,4,9
389,123,4
390,47,11
391,83,4
392,89,13
393,80,11
394,127,11
395,17,13
396,37,1
397,17,13
398,45,19
399,31,7
400,120,16
401,20,11
402,34,1
403,96,20
404,19,13
405,81,15
406,3,19
407,109,11
408,47,11
409,45,19
410,94,7
411,126,11
412,22,11
413,11,11
414,79,1
415,111,17
416,75,17
417,100,21
418,131,9
419,120,16
420,26,7
421,21,16
422,107,19
423,89,13
424,131,9
425,33,6
426,92,18
427,5,13
428,111,17
429,59,15
430,27,5
431,37,1
432,91,16
433,107,19
434,75,17
435,50,19
436,116,1
437,100,21
438,48,14
439,50,19
440,100,21
441,25,11
442,41,8
443,75,17
444,112,3
445,3,19
446,120,16
447,94,7
448,59,15
449,61,19
450,4,9
451,88,13
452,94,7
453,13,20
454,51,13
455,133,11
456,77,7
457,48,14
458,20,11
459,120,16
460,94,7
461,11,11
462,70,11
463,104,13
464,90,7
465,50,19
466,69,15
467,69,15
468,83,4
469,53,16
470,27,5
471,94,7
472,100,21
473,10,17
474,25,11
475,124,5
476,95,15
477,21,16
478,110,13
479,28,5
480,37,1
481,104,13
482,73,11
483,94,7
484,120,16
485,40,8
486,120,16
487,10,17
488,31,7
489,58,1
490,45,19
491,100,21
492,63,9
493,92,18
494,83,4
495,17,13
496,111,17
497,37,1
498,22,11
499,133,11
500,114,17
501,41,8
502,37,1
503,68,10
504,4,9
505,21,16
506,6,2
507,72,13
508,50,19
509,92,18
510,121,14
511,47,11
512,107,19
513,17,13
514,85,17
515,120,16
516,21,16
517,43,3
518,38,1
519,31,7
520,72,13
521,114,17
522,124,5
523,22,11
524,92,18
525,109,11
526,104,13
527,73,11
528,41,8
529,73,11
530,77,7
531,40,8
532,107,19
533,38,1
534,81,15
535,6,2
536,52,1
537,110,13
538,85,17
539,89,13
540,38,1
541,74,17
542,22,11
543,107,19
544,67,20
545,21,16
546,51,13
547,109,11
548,66,6
549,125,19
550,57,14
551,62,5
552,116,1
553,5,13
554,1,20
555,114,17
556,100,21
557,24,4
558,88,13
559,61,19
560,94,7
561,15,12
562,100,21
563,47,11
564,55,11
565,130,14
566,112,3
567,28,5
568,79,1
569,61,19
570,59,15
571,79,1
572,22,11
573,87,17
574,61,19
575,72,13
576,61,19
577,11,11
578,10,17
579,75,17
580,28,5
581,83,4
582,119,1
583,101,17
584,120,16
585,78,19
586,25,11
587,101,17
588,121,14
589,51,13
590,117,19
591,37,1
592,4,9
593,131,9
594,3,19
595,128,3
596,47,11
597,41,8
598,28,5
599,114,17
600,104,13
601,123,4
602,52,1
603,11,11
604,10,17
605,75,17
606,37,1
607,88,13
608,115,7
609,17,13
610,38,1
611,96,20
612,63,9
613,126,11
614,100,21
615,107,19
616,14,20
617,21,16
618,98,7
619,117,19
620,47,11
621,69,15
622,61,19
623,45,19
624,100,21
625,34,1
626,69,15
627,61,19
628,98,7
629,70,11
630,45,19
631,107,19
632,55,11
633,91,16
634,116,1
635,61,19
636,88,13
637,121,14
638,66,6
639,98,7
640,9,9
641,21,16
642,12,9
643,30,6
644,69,15
645,47,11
646,98,7
647,53,16
648,131,9
649,77,7
650,50,19
651,36,16
652,88,13
653,128,3
654,126,11
655,131,9
656,47,11
657,3,19
658,61,19
659,115,7
660,128,3
661,48,14
662,74,17
663,67,20
664,81,15
665,15,12
666,112,3
667,75,17
668,41,8
669,38,1
670,91,16
671,4,9
672,37,1
673,69,15
674,114,17
675,78,19
676,6,2
677,98,7
678,107,19
679,54,17
680,109,11
681,78,19
682,56,18
683,78,19
684,69,15
685,4,9
686,22,11
687,67,20
688,52,1
689,127,11
690,100,21
691,121,14
692,122,12
693,64,7
694,120,16
695,77,7
696,22,11
697,130,14
698,25,11
699,9,9
700,26,7
701,3,19
702,2,16
703,59,15
704,80,11
705,128,3
706,114,17
707,20,11
708,126,11
709,45,19
710,110,13
711,5,13
712,26,7
713,6,2
714,26,7
715,47,11
716,20,11
717,114,17
718,69,15
719,118,11
720,37,1
721,94,7
722,40,8
723,23,19
724,75,17
725,104,13
726,23,19
727,75,17
728,128,3
729,3,19
730,22,11
731,14,20
732,114,17
733,61,19
734,96,20
735,129,1
736,27,5
737,128,3
738,91,16
739,45,19
740,123,4
741,66,6
742,72,13
743,79,1
744,92,18
745,130,14
746,22,11
747,17,13
748,123,4
749,45,19
750,8,3
751,114,17
752,30,6
753,17,13
754,55,11
755,21,16
756,107,19
757,96,20
758,37,1
759,11,11
760,78,19
761,41,8
762,26,7
763,90,7
764,23,19
765,56,18
766,30,6
767,116,1
768,100,21
769,21,16
770,22,11
771,23,19
772,4,9
773,87,17
774,131,9
775,117,19
776,45,19
777,92,18
778,31,7
779,41,8
780,112,3
781,21,16
782,49,12
783,47,11
784,83,4
785,94,7
786,114,17
787,73,11
788,64,7
789,126,11
790,59,15
791,53,16
792,98,7
793,123,4
794,66,6
795,65,11
796,61,19
797,75,17
798,114,17
799,81,15
800,110,13
801,80,11
802,31,7
803,116,1
804,100,21
805,47,11
806,98,7
807,5,13
808,94,7
809,13,20
810,72,13
811,97,13
812,57,14
813,9,9
814,120,16
815,64,7
816,114,17
817,92,18
818,27,5
819,44,11
820,88,13
821,126,11
822,23,19
823,127,11
824,8,3
825,109,11
826,19,13
827,95,15
828,114,17
829,4,9
830,112,3
831,34,1
832,65,11
833,45,19
834,59,15
835,25,11
836,93,3
837,28,5
838,51,13
839,77,7
840,117,19
841,78,19
842,90,7
843,75,17
844,106,12
845,11,11
846,111,17
847,105,13
848,41,8
849,92,18
850,30,6
851,107,19
852,21,16
853,48,14
854,66,6
855,27,5
856,21,16
857,123,4
858,31,7
859,54,17
860,104,13
861,47,11
862,91,16
863,123,4
864,10,17
865,114,17
866,3,19
867,20,11
868,22,11
869,3,19
870,50,19
871,22,11
872,31,7
873,92,18
874,8,3
875,31,7
876,47,11
877,84,16
878,25,11
879,56,18
880,94,7
881,114,17
882,83,4
883,3,19
884,104,13
885,13,20
886,1,20
887,97,13
888,22,11
889,112,3
890,81,15
891,100,21
892,94,7
893,109,11
894,120,16
895,120,16
896,11,11
897,126,11
898,89,13
899,21,16
900,107,19
901,45,19
902,78,19
903,103,19
904,14,20
905,47,11
906,47,11
907,106,12
908,104,13
909,47,11
910,48,14
911,64,7
912,81,15
913,131,9
914,11,11
915,54,17
916,26,7
917,45,19
918,2,16
919,50,19
920,120,16
921,45,19
922,104,13
923,88,13
924,75,17
925,129,1
926,79,1
927,28,5
928,69,15
929,69,15
930,20,11
931,132,11
932,38,1
933,98,7
934,93,3
935,98,7
936,45,19
937,129,1
938,114,17
939,50,19
940,54,17
941,15,12
942,94,7
943,47,11
944,37,1
945,98,7
946,120,16
947,13,20
948,74,17
949,55,11
950,105,13
951,47,11
952,17,13
953,120,16
954,78,19
955,125,19
956,102,18
957,55,11
958,47,11
959,38,1
960,27,5
961,13,20
962,89,13
963,69,15
964,87,17
965,87,17
966,27,5
967,8,3
968,85,17
969,116,1
970,41,8
971,38,1
972,131,9
973,10,17
974,45,19
975,37,1
976,20,11
977,72,13
978,121,14
979,60,17
980,114,17
981,128,3
982,2,16
983,3,19
984,109,11
985,3,19
986,99,15
987,20,11
988,3,19
989,38,1
990,96,20
991,100,21
992,79,1
993,81,15
994,130,14
995,106,12
996,125,19
997,37,1
998,104,13
999,5,13
1000,18,10
1001,112,3
1002,17,13
1003,5,13
1004,22,11
1005,94,7
1006,108,16
1007,92,18
1008,78,19
1009,87,17
1010,6,2
1011,98,7
1012,94,7
1013,6,2
1014,98,7
1015,104,13
1016,89,13
1017,31,7
1018,92,18
1019,100,21
1020,131,9
1021,117,19
1022,88,13
1023,127,11
1024,92,18
1025,16,4
1026,55,11
1027,128,3
1028,112,3
1029,114,17
1030,27,5
1031,11,11
1032,21,16
1033,37,1
1034,85,17
1035,94,7
1036,74,17
1037,43,3
1038,11,11
1039,56,18
1040,101,17
1041,36,16
1042,132,11
1043,83,4
1044,41,8
1045,53,16
1046,116,1
1047,36,16
1048,21,16
1049,48,14
1050,126,11
1051,111,17
1052,22,11
1053,114,17
1054,120,16
1055,100,21
1056,4,9
1057,13,20
1058,61,19
1059,105,13
1060,88,13
1061,4,9
1062,106,12
1063,17,13
1064,120,16
1065,46,19
1066,69,15
1067,111,17
1068,67,20
1069,112,3
1070,34,1
1071,27,5
1072,107,19
1073,96,20
1074,96,20
1075,37,1
1076,30,6
1077,126,11
1078,3,19
1079,65,11
1080,123,4
1081,40,8
1082,126,11
1083,21,16
1084,37,1
1085,30,6
1086,51,13
1087,121,14
1088,75,17
1089,26,7
1090,4,9
1091,69,15
1092,118,11
1093,94,7
1094,120,16
1095,5,13
1096,115,7
1097,62,5
1098,31,7
1099,37,1
1100,108,16
1101,30,6
1102,4,9
1103,96,20
1104,120,16
1105,101,17
1106,3,19
1107,114,17
1108,67,20
1109,34,1
1110,116,1
1111,93,3
1112,64,7
1113,5,13
1114,31,7
1115,96,20
1116,102,18
1117,106,12
1118,31,7
1119,42,1
1120,42,1
1121,20,11
1122,75,17
1123,99,15
1124,70,11
1125,65,11
1126,128,3
1127,22,11
1128,3,19
1129,61,19
1130,17,13
1131,45,19
1132,69,15
1133,22,11
1134,92,18
1135,81,15
1136,73,11
1137,27,5
1138,7,12
1139,78,19
1140,4,9
1141,99,15
1142,114,17
1143,78,19
1144,40,8
1145,110,13
1146,110,13
1147,87,17
1148,74,17
1149,124,5
1150,13,20
1151,5,13
1152,127,11
1153,39,12
1154,115,7
1155,3,19
1156,17,13
1157,112,3
1158,116,1
1159,75,17
1160,62,5
1161,8,3
1162,38,1
1163,101,17
1164,26,7
1165,109,11
1166,69,15
1167,92,18
1168,62,5
1169,26,7
1170,131,9
1171,114,17
1172,64,7
1173,97,13
1174,47,11
1175,69,15
1176,58,1
1177,112,3
1178,34,1
1179,46,19
1180,96,20
1181,24,4
1182,107,19
1183,24,4
1184,11,11
1185,64,7
1186,4,9
1187,114,17
1188,129,1
1189,20,11
1190,124,5
1191,59,15
1192,117,19
1193,99,15
1194,115,7
1195,25,11
1196,65,11
1197,111,17
1198,127,11
1199,120,16
1200,69,15
1201,126,11
1202,92,18
1203,88,13
1204,127,11
1205,30,6
1206,66,6
1207,4,9
1208,94,7
1209,61,19
1210,64,7
1211,45,19
1212,31,7
1213,11,11
1214,19,13
1215,129,1
1216,42,1
1217,54,17
1218,100,21
1219,24,4
1220,77,7
1221,104,13
1222,101,17
1223,87,17
1224,104,13
1225,47,11
1226,51,13
1227,31,7
1228,59,15
1229,37,1
1230,37,1
1231,21,16
1232,78,19
1233,17,13
1234,120,16
1235,98,7
1236,3,19
1237,103,19
1238,2,16
1239,5,13
1240,108,16
1241,37,1
1242,90,7
1243,97,13
1244,83,4
1245,130,14
1246,2,16
1247,5,13
1248,109,11
1249,88,13
1250,13,20
1251,81,15
1252,104,13
1253,7,12
1254,77,7
1255,22,11
1256,61,19
1257,121,14
1258,71,16
1259,5,13
1260,66,6
1261,89,13
1262,23,19
1263,21,16
1264,117,19
1265,74,17
1266,114,17
1267,131,9
1268,52,1
1269,104,13
1270,33,6
1271,126,11
1272,31,7
1273,66,6
1274,37,1
1275,97,13
1276,40,8
1277,97,13
1278,104,13
1279,70,11
1280,113,1
1281,127,11
1282,83,4
1283,100,21
1284,117,19
1285,63,9
1286,88,13
1287,126,11
1288,40,8
1289,20,11
1290,31,7
1291,22,11
1292,104,13
1293,36,16
1294,80,11
1295,70,11
1296,10,17
1297,99,15
1298,99,15
1299,101,17
1300,105,13
1301,121,14
1302,100,21
1303,92,18
1304,56,18
1305,62,5
1306,121,14
1307,107,19
1308,17,13
1309,20,11
1310,52,1
1311,114,17
1312,98,7
1313,107,19
1314,45,19
1315,64,7
1316,42,1
1317,102,18
1318,94,7
1319,54,17
1320,74,17
1321,120,16
1322,59,15
1323,120,16
1324,111,17
1325,5,13
1326,88,13
1327,77,7
1328,3,19
1329,3,19
1330,54,17
1331,25,11
1332,42,1
1333,48,14
1334,89,13
1335,92,18
1336,74,17
1337,120,16
1338,30,6
1339,17,13
1340,110,13
1341,20,11
1342,81,15
1343,34,1
1344,109,11
1345,28,5
1346,2,16
1347,120,16
1348,31,7
1349,92,18
1350,77,7
1351,45,19
1352,64,7
1353,22,11
1354,117,19
1355,101,17
1356,92,18
1357,37,1
1358,123,4
1359,104,13
1360,88,13
1361,31,7
1362,17,13
1363,25,11
1364,3,19
1365,123,4
1366,98,7
1367,26,7
1368,24,4
1369,62,5
1370,45,19
1371,78,19
1372,41,8
1373,81,15
1374,83,4
1375,55,11
1376,105,13
1377,120,16
1378,3,19
1379,52,1
1380,20,11
1381,127,11
1382,124,5
1383,75,17
1384,27,5
1385,120,16
1386,88,13
1387,100,21
1388,21,16
1389,98,7
1390,114,17
1391,78,19
1392,67,20
1393,94,7
1394,96,20
1395,34,1
1396,83,4
1397,47,11
1398,37,1
1399,69,15
1400,8,3
1401,62,5
1402,91,16
1403,20,11
1404,94,7
1405,45,19
1406,65,11
1407,131,9
1408,123,4
1409,120,16
1410,97,13
1411,67,20
1412,104,13
1413,65,11
1414,33,6
1415,66,6
1416,89,13
1417,92,18
1418,3,19
1419,61,19
1420,126,11
1421,85,17
1422,121,14
1423,91,16
1424,89,13
1425,37,1
1426,3,19
1427,31,7
1428,43,3
1429,88,13
1430,117,19
1431,31,7
1432,120,16
1433,95,15
1434,5,13
1435,114,17
1436,98,7
1437,23,19
1438,80,11
1439,31,7
1440,16,4
1441,121,14
1442,26,7
1443,92,18
1444,78,19
1445,120,16
1446,19,13
1447,123,4
1448,20,11
1449,37,1
1450,3,19
1451,121,14
1452,3,19
1453,20,11
1454,45,19
1455,14,20
1456,89,13
1457,31,7
1458,37,1
1459,126,11
1460,107,19
1461,52,1
1462,85,17
1463,84,16
1464,121,14
1465,52,1
1466,31,7
1467,21,16
1468,123,4
1469,63,9
1470,118,11
1471,79,1
1472,41,8
1473,61,19
1474,110,13
1475,75,17
1476,45,19
1477,42,1
1478,108,16
1479,67,20
1480,88,13
1481,123,4
1482,54,17
1483,110,13
1484,70,11
1485,48,14
1486,20,11
1487,89,13
1488,117,19
1489,110,13
1490,17,13
1491,127,11
1492,105,13
1493,25,11
1494,81,15
1495,94,7
1496,109,11
1497,45,19
1498,69,15
1499,88,13
1500,104,13
1501,104,13
1502,132,11
1503,108,16
1504,21,16
1505,64,7
1506,123,4
1507,73,11
1508,121,14
1509,116,1
1510,23,19
1511,84,16
1512,11,11
1513,60,17
1514,121,14
1515,88,13
1516,116,1
1517,40,8
1518,31,7
1519,105,13
1520,19,13
1521,130,14
1522,116,1
1523,104,13
1524,23,19
1525,75,17
1526,45,19
1527,53,16
1528,97,13
1529,16,4
1530,29,13
1531,114,17
1532,131,9
1533,98,7
1534,77,7
1535,74,17
1536,41,8
1537,85,17
1538,69,15
1539,83,4
1540,30,6
1541,86,16
1542,34,1
1543,110,13
1544,73,11
1545,3,19
1546,88,13
1547,61,19
1548,100,21
1549,127,11
1550,132,11
1551,48,14
1552,45,19
1553,21,16
1554,5,13
1555,129,1
1556,63,9
1557,89,13
1558,13,20
1559,120,16
1560,37,1
1561,21,16
1562,100,21
1563,101,17
1564,9,9
1565,123,4
1566,67,20
1567,101,17
1568,114,17
1569,13,20
1570,116,1
1571,51,13
1572,22,11
1573,126,11
1574,79,1
1575,78,19
1576,26,7
1577,120,16
1578,121,14
1579,66,6
1580,80,11
1581,94,7
1582,96,20
1583,130,14
1584,43,3
1585,104,13
1586,22,11
1587,114,17
1588,78,19
1589,47,11
1590,107,19
1591,44,11
1592,22,11
1593,39,12
1594,107,19
1595,90,7
1596,44,11
1597,66,6
1598,29,13
1599,54,17
1600,1,20
1601,25,11
1602,80,11
1603,37,1
1604,101,17
1605,45,19
1606,120,16
1607,123,4
1608,61,19
1609,38,1
1610,61,19
1611,19,13
1612,93,3
1613,80,11
1614,116,1
1615,69,15
1616,57,14
1617,82,18
1618,38,1
1619,25,11
1620,38,1
1621,117,19
1622,119,1
1623,81,15
1624,61,19
1625,47,11
1626,19,13
1627,101,17
1628,115,7
1629,133,11
1630,3,19
1631,19,13
1632,118,11
1633,130,14
1634,81,15
1635,117,19
1636,47,11
1637,47,11
1638,4,9
1639,31,7
1640,42,1
1641,55,11
1642,69,15
1643,21,16
1644,45,19
1645,13,20
1646,14,20
1647,5,13
1648,61,19
1649,107,19
1650,126,11
1651,78,19
1652,9,9
1653,92,18
1654,45,19
1655,6,2
1656,73,11
1657,50,19
1658,104,13
1659,85,17
1660,25,11
1661,99,15
1662,101,17
1663,79,1
1664,45,19
1665,69,15
1666,97,13
1667,22,11
1668,109,11
1669,107,19
1670,40,8
1671,111,17
1672,32,4
1673,94,7
1674,37,1
1675,47,11
1676,92,18
1677,22,11
1678,25,11
1679,79,1
1680,22,11
1681,81,15
1682,6,2
1683,47,11
1684,4,9
1685,54,17
1686,129,1
1687,104,13
1688,107,19
1689,112,3
1690,28,5
1691,40,8
1692,45,19
1693,75,17
1694,61,19
1695,26,7
1696,93,3
1697,75,17
1698,67,20
1699,28,5
1700,23,19
1701,2,16
1702,91,16
1703,66,6
1704,29,13
1705,50,19
1706,72,13
1707,20,11
1708,114,17
1709,56,18
1710,31,7
1711,38,1
1712,3,19
1713,42,1
1714,132,11
1715,100,21
1716,56,18
1717,28,5
1718,100,21
1719,104,13
1720,25,11
1721,88,13
1722,25,11
1723,120,16
1724,6,2
1725,5,13
1726,20,11
1727,41,8
1728,121,14
1729,84,16
1730,105,13
1731,50,19
1732,92,18
1733,30,6
1734,81,15
1735,129,1
1736,6,2
1737,129,1
1738,102,18
1739,83,4
1740,101,17
1741,127,11
1742,100,21
1743,41,8
1744,3,19
1745,5,13
1746,111,17
1747,23,19
1748,92,18
1749,92,18
1750,53,16
1751,113,1
1752,37,1
1753,20,11
1754,47,11
1755,26,7
1756,43,3
1757,69,15
1758,29,13
1759,94,7
1760,112,3
1761,62,5
1762,4,9
1763,107,19
1764,127,11
1765,69,15
1766,70,11
1767,94,7
1768,51,13
1769,19,13
1770,45,19
1771,8,3
1772,80,11
1773,131,9
1774,37,1
1775,53,16
1776,79,1
1777,38,1
1778,56,18
1779,88,13
1780,126,11
1781,22,11
1782,45,19
1783,57,14
1784,117,19
1785,88,13
1786,26,7
1787,66,6
1788,88,13
1789,73,11
1790,45,19
1791,30,6
1792,21,16
1793,77,7
1794,91,16
1795,67,20
1796,93,3
1797,127,11
1798,100,21
1799,37,1
1800,92,18
1801,3,19
1802,47,11
1803,107,19
1804,107,19
1805,98,7
1806,90,7
1807,104,13
1808,134,5
1809,69,15
1810,81,15
1811,112,3
1812,78,19
1813,91,16
1814,94,7
1815,21,16
1816,77,7
1817,34,1
1818,88,13
1819,88,13
1820,131,9
1821,22,11
1822,37,1
1823,45,19
1824,37,1
1825,26,7
1826,108,16
1827,81,15
1828,66,6
1829,45,19
1830,17,13
1831,115,7
1832,22,11
1833,6,2
1834,9,9
1835,77,7
1836,116,1
1837,31,7
1838,131,9
1839,73,11
1840,82,18
1841,17,13
1842,75,17
1843,9,9
1844,120,16
1845,88,13
1846,45,19
1847,97,13
1848,120,16
1849,22,11
1850,38,1
1851,21,16
1852,21,16
1853,75,17
1854,99,15
1855,118,11
1856,82,18
1857,124,5
1858,114,17
1859,100,21
1860,80,11
1861,61,19
1862,95,15
1863,94,7
1864,61,19
1865,61,19
1866,109,11
1867,87,17
1868,59,15
1869,75,17
1870,34,1
1871,129,1
1872,45,19
1873,31,7
1874,80,11
1875,88,13
1876,104,13
1877,98,7
1878,88,13
1879,128,3
1880,107,19
1881,79,1
1882,25,11
1883,99,15
1884,11,11
1885,85,17
1886,11,11
1887,81,15
1888,50,19
1889,69,15
1890,86,16
1891,26,7
1892,6,2
1893,47,11
1894,61,19
1895,114,17
1896,98,7
1897,83,4
1898,94,7
1899,83,4
1900,127,11
1901,17,13
1902,37,1
1903,69,15
1904,79,1
1905,72,13
1906,20,11
1907,92,18
1908,120,16
1909,131,9
1910,22,11
1911,105,13
1912,105,13
1913,131,9
1914,72,13
1915,120,16
1916,28,5
1917,45,19
1918,26,7
1919,77,7
1920,129,1
1921,131,9
1922,67,20
1923,116,1
1924,63,9
1925,42,1
1926,87,17
1927,94,7
1928,51,13
1929,123,4
1930,107,19
1931,97,13
1932,106,12
1933,114,17
1934,21,16
1935,61,19
1936,77,7
1937,8,3
1938,122,12
1939,74,17
1940,84,16
1941,107,19
1942,19,13
1943,31,7
1944,106,12
1945,72,13
1946,26,7
1947,87,17
1948,98,7
1949,21,16
1950,88,13
1951,13,20
1952,94,7
1953,89,13
1954,2,16
1955,111,17
1956,83,4
1957,75,17
1958,72,13
1959,40,8
1960,120,16
1961,100,21
1962,91,16
1963,94,7
1964,114,17
1965,78,19
1966,47,11
1967,22,11
1968,126,11
1969,108,16
1970,38,1
1971,115,7
1972,21,16
1973,45,19
1974,104,13
1975,127,11
1976,25,11
1977,3,19
1978,41,8
1979,66,6
1980,73,11
1981,81,15
1982,130,14
1983,98,7
1984,98,7
1985,97,13
1986,116,1
1987,31,7
1988,115,7
1989,45,19
1990,45,19
1991,98,7
1992,106,12
1993,8,3
1994,131,9
1995,114,17
1996,77,7
1997,25,11
1998,115,7
1999,69,15
2000,95,15
2001,131,9
2002,42,1
2003,133,11
2004,47,11
2005,35,12
2006,55,11
2007,25,11
2008,92,18
2009,21,16
2010,54,17
2011,92,18
2012,38,1
2013,45,19
2014,120,16
2015,59,15
2016,83,4
2017,83,4
2018,72,13
2019,115,7
2020,131,9
2021,63,9
2022,134,5
2023,61,19
2024,81,15
2025,27,5
2026,125,19
2027,120,16
2028,133,11
2029,112,3
2030,21,16
2031,133,11
2032,100,21
2033,52,1
2034,107,19
2035,40,8
2036,86,16
2037,94,7
2038,94,7
2039,55,11
2040,85,17
2041,114,17
2042,104,13
2043,37,1
2044,114,17
2045,13,20
2046,59,15
2047,61,19
2048,29,13
2049,28,5
2050,116,1
2051,121,14
2052,107,19
2053,104,13
2054,27,5
2055,123,4
2056,6,2
2057,21,16
2058,123,4
2059,47,11
2060,61,19
2061,84,16
2062,83,4
2063,21,16
2064,17,13
2065,37,1
2066,127,11
2067,3,19
2068,120,16
2069,29,13
2070,129,1
2071,93,3
2072,70,11
2073,95,15
2074,78,19
2075,126,11
2076,96,20
2077,121,14
2078,36,16
2079,67,20
2080,75,17
2081,129,1
2082,100,21
2083,27,5
2084,54,17
2085,65,11
2086,54,17
2087,107,19
2088,63,9
2089,81,15
2090,84,16
2091,78,19
2092,94,7
2093,11,11
2094,94,7
2095,92,18
2096,104,13
2097,85,17
2098,6,2
2099,17,13
2100,74,17
2101,38,1
2102,52,1
2103,131,9
2104,41,8
2105,105,13
2106,94,7
2107,45,19
2108,86,16
2109,41,8
2110,24,4
2111,64,7
2112,104,13
2113,54,17
2114,54,17
2115,69,15
2116,59,15
2117,88,13
2118,43,3
2119,5,13
2120,62,5
2121,91,16
2122,126,11
2123,95,15
2124,12,9
2125,101,17
2126,33,6
2127,51,13
2128,67,20
2129,64,7
2130,50,19
2131,104,13
2132,112,3
2133,40,8
2134,100,21
2135,123,4
2136,22,11
2137,57,14
2138,6,2
